abundance,year,latitude,longitude,genus,species,genus_species,region,mean_summer_sst_degC
1,2002,24.5,120.5,Laeops,kitaharae,Laeops_kitaharae,Temperate,27.790335337320965
2,2002,24.5,120.5,Laeops,kitaharae,Laeops_kitaharae,Temperate,27.790335337320965
1,2002,24.5,120.5,Lagocephalus,gloveri,Lagocephalus_gloveri,Temperate,27.790335337320965
4,2002,24.5,120.5,Lagocephalus,gloveri,Lagocephalus_gloveri,Temperate,27.790335337320965
2,2002,24.5,120.5,Lagocephalus,inermis,Lagocephalus_inermis,Temperate,27.790335337320965
1,2002,24.5,120.5,Lagocephalus,lunaris,Lagocephalus_lunaris,Temperate,27.790335337320965
4,2002,24.5,120.5,Lagocephalus,lunaris,Lagocephalus_lunaris,Temperate,27.790335337320965
2,2002,24.5,120.5,Lagocephalus,wheeleri,Lagocephalus_wheeleri,Temperate,27.790335337320965
2,2002,24.5,120.5,Lagocephalus,wheeleri,Lagocephalus_wheeleri,Temperate,27.790335337320965
1,2002,24.5,120.5,Larimichthys,crocea,Larimichthys_crocea,Temperate,27.790335337320965
1,2003,23.5,119.5,Leiognathus,berbis,Leiognathus_berbis,Temperate,27.9170010884603
452,2002,24.5,120.5,Leiognathus,berbis,Leiognathus_berbis,Temperate,27.790335337320965
1,2002,24.5,120.5,Leiognathus,berbis,Leiognathus_berbis,Temperate,27.790335337320965
26,2002,24.5,120.5,Leiognathus,berbis,Leiognathus_berbis,Temperate,27.790335337320965
15,2002,24.5,120.5,Leiognathus,berbis,Leiognathus_berbis,Temperate,27.790335337320965
163,2002,24.5,120.5,Leiognathus,berbis,Leiognathus_berbis,Temperate,27.790335337320965
1,2002,24.5,120.5,Leiognathus,equulus,Leiognathus_equulus,Temperate,27.790335337320965
77,2002,24.5,120.5,Leiognathus,equulus,Leiognathus_equulus,Temperate,27.790335337320965
1,2002,24.5,120.5,Lepturacanthus,savala,Lepturacanthus_savala,Temperate,27.790335337320965
1,2002,24.5,120.5,Lepturacanthus,savala,Lepturacanthus_savala,Temperate,27.790335337320965
1,2003,23.5,119.5,Lethrinus,variegatus,Lethrinus_variegatus,Temperate,27.9170010884603
5,2003,23.5,119.5,Liachirus,melanospilos,Liachirus_melanospilos,Temperate,27.9170010884603
2,2002,24.5,120.5,Liachirus,melanospilos,Liachirus_melanospilos,Temperate,27.790335337320965
1,2002,24.5,120.5,Liachirus,melanospilos,Liachirus_melanospilos,Temperate,27.790335337320965
6,2002,24.5,120.5,Liachirus,melanospilos,Liachirus_melanospilos,Temperate,27.790335337320965
1,2002,24.5,120.5,Liopropoma,latifasciatum,Liopropoma_latifasciatum,Temperate,27.790335337320965
1,2000,25.5,121.5,Lophiomus,setigerus,Lophiomus_setigerus,Temperate,27.681001027425133
2,2001,25.5,121.5,Lophiomus,setigerus,Lophiomus_setigerus,Temperate,28.034334818522133
1,2003,23.5,119.5,Lutjanus,russellii,Lutjanus_russellii,Temperate,27.9170010884603
6,2003,23.5,119.5,Lutjanus,russellii,Lutjanus_russellii,Temperate,27.9170010884603
1,2002,24.5,120.5,Lutjanus,russellii,Lutjanus_russellii,Temperate,27.790335337320965
1,2002,24.5,120.5,Megalaspis,cordyla,Megalaspis_cordyla,Temperate,27.790335337320965
10,2002,24.5,120.5,Megalonibiuae,sp,Megalonibiuae_sp,Temperate,27.790335337320965
1,2001,25.5,121.5,Microcanthus,strigatus,Microcanthus_strigatus,Temperate,28.034334818522133
1,2001,25.5,121.5,Muraenesox,cinereus,Muraenesox_cinereus,Temperate,28.034334818522133
1,2000,25.5,121.5,Muraenesox,cinereus,Muraenesox_cinereus,Temperate,27.681001027425133
3,2002,24.5,120.5,Mustelus,griseus,Mustelus_griseus,Temperate,27.790335337320965
1,2000,25.5,121.5,Mustelus,griseus,Mustelus_griseus,Temperate,27.681001027425133
1,2000,25.5,121.5,Mustelus,griseus,Mustelus_griseus,Temperate,27.681001027425133
1,2001,25.5,121.5,Mustelus,griseus,Mustelus_griseus,Temperate,28.034334818522133
2,2000,25.5,121.5,Mustelus,manazo,Mustelus_manazo,Temperate,27.681001027425133
1,2000,25.5,121.5,Mustelus,manazo,Mustelus_manazo,Temperate,27.681001027425133
2,2001,25.5,121.5,Mustelus,manazo,Mustelus_manazo,Temperate,28.034334818522133
1,2002,24.5,120.5,Myersina,filifer,Myersina_filifer,Temperate,27.790335337320965
1,2002,24.5,120.5,Myersina,filifer,Myersina_filifer,Temperate,27.790335337320965
1,2000,25.5,121.5,Myliobatis,tobijei,Myliobatis_tobijei,Temperate,27.681001027425133
1,2000,25.5,121.5,Myliobatis,tobijei,Myliobatis_tobijei,Temperate,27.681001027425133
2,2001,25.5,121.5,Narcine,timlei,Narcine_timlei,Temperate,28.034334818522133
2,2000,25.5,121.5,Narke,japonica,Narke_japonica,Temperate,27.681001027425133
1,2000,25.5,121.5,Narke,japonica,Narke_japonica,Temperate,27.681001027425133
7,2001,25.5,121.5,Narke,japonica,Narke_japonica,Temperate,28.034334818522133
2,2002,24.5,120.5,Nemipterus,bathybius,Nemipterus_bathybius,Temperate,27.790335337320965
3,2002,24.5,120.5,Nemipterus,bathybius,Nemipterus_bathybius,Temperate,27.790335337320965
5,2002,24.5,120.5,Nemipterus,bathybius,Nemipterus_bathybius,Temperate,27.790335337320965
6,2003,23.5,119.5,Nemipterus,peronii,Nemipterus_peronii,Temperate,27.9170010884603
1,2002,24.5,120.5,Nemipterus,peronii,Nemipterus_peronii,Temperate,27.790335337320965
1,2002,24.5,120.5,Nemipterus,peronii,Nemipterus_peronii,Temperate,27.790335337320965
30,2002,24.5,120.5,Nemipterus,peronii,Nemipterus_peronii,Temperate,27.790335337320965
12,2003,23.5,119.5,Nemipterus,virgatus,Nemipterus_virgatus,Temperate,27.9170010884603
1,2002,24.5,120.5,Nemipterus,zysron,Nemipterus_zysron,Temperate,27.790335337320965
19,2000,25.5,121.5,Neobythites,sivicola,Neobythites_sivicola,Temperate,27.681001027425133
23,2002,24.5,120.5,Neolaeops,microphthalmus,Neolaeops_microphthalmus,Temperate,27.790335337320965
1,2002,24.5,120.5,Neolaeops,microphthalmus,Neolaeops_microphthalmus,Temperate,27.790335337320965
1,2000,25.5,121.5,Neolaeops,microphthalmus,Neolaeops_microphthalmus,Temperate,27.681001027425133
39,2000,25.5,121.5,Neomerinthe,procurva,Neomerinthe_procurva,Temperate,27.681001027425133
26,2000,25.5,121.5,Neomerinthe,procurva,Neomerinthe_procurva,Temperate,27.681001027425133
42,2001,25.5,121.5,Neomerinthe,procurva,Neomerinthe_procurva,Temperate,28.034334818522133
2,2000,25.5,121.5,Neomerinthe,procurva,Neomerinthe_procurva,Temperate,27.681001027425133
9,2003,23.5,119.5,Neotrygon,kuhlii,Neotrygon_kuhlii,Temperate,27.9170010884603
1,2002,24.5,120.5,Netuma,thalassina,Netuma_thalassina,Temperate,27.790335337320965
4,2002,24.5,120.5,Netuma,thalassina,Netuma_thalassina,Temperate,27.790335337320965
4,2002,24.5,120.5,Nibea,albiflora,Nibea_albiflora,Temperate,27.790335337320965
7,2000,25.5,121.5,Okamejei,acutispina,Okamejei_acutispina,Temperate,27.681001027425133
3,2000,25.5,121.5,Okamejei,acutispina,Okamejei_acutispina,Temperate,27.681001027425133
7,2001,25.5,121.5,Okamejei,acutispina,Okamejei_acutispina,Temperate,28.034334818522133
6,2000,25.5,121.5,Okamejei,boesemani,Okamejei_boesemani,Temperate,27.681001027425133
12,2001,25.5,121.5,Okamejei,boesemani,Okamejei_boesemani,Temperate,28.034334818522133
1,2000,25.5,121.5,Okamejei,hollandi,Okamejei_hollandi,Temperate,27.681001027425133
1,2001,25.5,121.5,Okamejei,hollandi,Okamejei_hollandi,Temperate,28.034334818522133
1,2000,25.5,121.5,Okamejei,kenojei,Okamejei_kenojei,Temperate,27.681001027425133
2,2000,25.5,121.5,Okamejei,meerdervoortii,Okamejei_meerdervoortii,Temperate,27.681001027425133
3,2000,25.5,121.5,Onigocia,spinosa,Onigocia_spinosa,Temperate,27.681001027425133
1,2000,25.5,121.5,Onigocia,spinosa,Onigocia_spinosa,Temperate,27.681001027425133
1,2001,25.5,121.5,Onigocia,spinosa,Onigocia_spinosa,Temperate,28.034334818522133
1,2000,25.5,121.5,Onigocia,spinosa,Onigocia_spinosa,Temperate,27.681001027425133
1,2002,24.5,120.5,Ophichthus,tsuchidae,Ophichthus_tsuchidae,Temperate,27.790335337320965
1,2000,25.5,121.5,Orectolobus,japonicus,Orectolobus_japonicus,Temperate,27.681001027425133
1,2001,25.5,121.5,Pagrus,major,Pagrus_major,Temperate,28.034334818522133
1,2002,24.5,120.5,Pampus,argenteus,Pampus_argenteus,Temperate,27.790335337320965
1,2000,25.5,121.5,Parabembras,curtus,Parabembras_curtus,Temperate,27.681001027425133
1,2000,25.5,121.5,Parabembras,curtus,Parabembras_curtus,Temperate,27.681001027425133
3,2001,25.5,121.5,Parabembras,curtus,Parabembras_curtus,Temperate,28.034334818522133
1,2002,24.5,120.5,Parachaeturichthys,polynema,Parachaeturichthys_polynema,Temperate,27.790335337320965
1,2002,24.5,120.5,Parachaeturichthys,polynema,Parachaeturichthys_polynema,Temperate,27.790335337320965
2,2000,25.5,121.5,Parapercis,multifasciata,Parapercis_multifasciata,Temperate,27.681001027425133
1,2000,25.5,121.5,Parapercis,multifasciata,Parapercis_multifasciata,Temperate,27.681001027425133
1,2000,25.5,121.5,Parapercis,multifasciata,Parapercis_multifasciata,Temperate,27.681001027425133
1,2002,24.5,120.5,Parapercis,ommatura,Parapercis_ommatura,Temperate,27.790335337320965
2,2003,23.5,119.5,Parapercis,pulchella,Parapercis_pulchella,Temperate,27.9170010884603
1,2003,23.5,119.5,Parapercis,sexfasciata,Parapercis_sexfasciata,Temperate,27.9170010884603
1,2003,23.5,119.5,Parapercis,sexfasciata,Parapercis_sexfasciata,Temperate,27.9170010884603
1,2002,24.5,120.5,Parapercis,sexfasciata,Parapercis_sexfasciata,Temperate,27.790335337320965
3,2000,25.5,121.5,Parapercis,sexfasciata,Parapercis_sexfasciata,Temperate,27.681001027425133
1,2001,25.5,121.5,Parapercis,sexfasciata,Parapercis_sexfasciata,Temperate,28.034334818522133
1,2000,25.5,121.5,parascorpaena,mossambica,parascorpaena_mossambica,Temperate,27.681001027425133
1,2002,24.5,120.5,Paratrypauchen,microcephalus,Paratrypauchen_microcephalus,Temperate,27.790335337320965
3,2003,23.5,119.5,Parupeneus,chrysopleuron,Parupeneus_chrysopleuron,Temperate,27.9170010884603
13,2003,23.5,119.5,Parupeneus,chrysopleuron,Parupeneus_chrysopleuron,Temperate,27.9170010884603
1,2002,24.5,120.5,Pegasus,volitans,Pegasus_volitans,Temperate,27.790335337320965
1,2002,24.5,120.5,Pelates,quadrilineatus,Pelates_quadrilineatus,Temperate,27.790335337320965
5,2002,24.5,120.5,Pennahia,argentata,Pennahia_argentata,Temperate,27.790335337320965
5,2002,24.5,120.5,Pennahia,argentata,Pennahia_argentata,Temperate,27.790335337320965
2,2002,24.5,120.5,Pennahia,argentata,Pennahia_argentata,Temperate,27.790335337320965
863,2002,24.5,120.5,Pennahia,macrocephalus,Pennahia_macrocephalus,Temperate,27.790335337320965
362,2002,24.5,120.5,Pennahia,macrocephalus,Pennahia_macrocephalus,Temperate,27.790335337320965
21,2002,24.5,120.5,Pennahia,macrocephalus,Pennahia_macrocephalus,Temperate,27.790335337320965
398,2002,24.5,120.5,Pennahia,macrocephalus,Pennahia_macrocephalus,Temperate,27.790335337320965
3,2002,24.5,120.5,Pennahia,macrocephalus,Pennahia_macrocephalus,Temperate,27.790335337320965
1,2002,24.5,120.5,Pennahia,macrocephalus,Pennahia_macrocephalus,Temperate,27.790335337320965
1,2000,25.5,121.5,Pennahia,macrocephalus,Pennahia_macrocephalus,Temperate,27.681001027425133
1,2001,25.5,121.5,Pennahia,macrocephalus,Pennahia_macrocephalus,Temperate,28.034334818522133
7,2002,24.5,120.5,Pennahia,pawak,Pennahia_pawak,Temperate,27.790335337320965
3,2002,24.5,120.5,Pennahia,pawak,Pennahia_pawak,Temperate,27.790335337320965
12,2002,24.5,120.5,Pennahia,pawak,Pennahia_pawak,Temperate,27.790335337320965
7,2002,24.5,120.5,Pennahia,pawak,Pennahia_pawak,Temperate,27.790335337320965
20,2002,24.5,120.5,Pennahia,pawak,Pennahia_pawak,Temperate,27.790335337320965
1,2003,23.5,119.5,Pentapodus,nagasakiensis,Pentapodus_nagasakiensis,Temperate,27.9170010884603
1,2000,25.5,121.5,Peristedion,nierstraszi,Peristedion_nierstraszi,Temperate,27.681001027425133
1,2002,24.5,120.5,Photopectoralis,bindus,Photopectoralis_bindus,Temperate,27.790335337320965
2,2002,24.5,120.5,Photopectoralis,bindus,Photopectoralis_bindus,Temperate,27.790335337320965
1,2002,24.5,120.5,Photopectoralis,bindus,Photopectoralis_bindus,Temperate,27.790335337320965
2,2002,24.5,120.5,Photopectoralis,bindus,Photopectoralis_bindus,Temperate,27.790335337320965
285,2002,24.5,120.5,Photopectoralis,bindus,Photopectoralis_bindus,Temperate,27.790335337320965
3,2003,23.5,119.5,Platyrhina,sinensis,Platyrhina_sinensis,Temperate,27.9170010884603
1,2000,25.5,121.5,Platyrhina,sinensis,Platyrhina_sinensis,Temperate,27.681001027425133
3,2001,25.5,121.5,Platyrhina,sinensis,Platyrhina_sinensis,Temperate,28.034334818522133
1,2003,23.5,119.5,Plectorhinchus,lessonii,Plectorhinchus_lessonii,Temperate,27.9170010884603
8,2003,23.5,119.5,Plectorhinchus,pictus,Plectorhinchus_pictus,Temperate,27.9170010884603
1,2002,24.5,120.5,Plectorhinchus,pictus,Plectorhinchus_pictus,Temperate,27.790335337320965
2,2002,24.5,120.5,Plectorhinchus,pictus,Plectorhinchus_pictus,Temperate,27.790335337320965
3,2002,24.5,120.5,Plectorhinchus,pictus,Plectorhinchus_pictus,Temperate,27.790335337320965
4,2003,23.5,119.5,Pleuranacanthus,sceleratus,Pleuranacanthus_sceleratus,Temperate,27.9170010884603
1,2003,23.5,119.5,Pleuranacanthus,sceleratus,Pleuranacanthus_sceleratus,Temperate,27.9170010884603
1,2002,24.5,120.5,Plicofollis,nella,Plicofollis_nella,Temperate,27.790335337320965
1,2002,24.5,120.5,Plicofollis,nella,Plicofollis_nella,Temperate,27.790335337320965
1,2002,24.5,120.5,Plicofollis,nella,Plicofollis_nella,Temperate,27.790335337320965
1,2002,24.5,120.5,Plicofollis,nella,Plicofollis_nella,Temperate,27.790335337320965
1,2003,23.5,119.5,Plotosus,lineatus,Plotosus_lineatus,Temperate,27.9170010884603
3,2002,24.5,120.5,Plotosus,lineatus,Plotosus_lineatus,Temperate,27.790335337320965
70,2002,24.5,120.5,Polydactylus,sextarius,Polydactylus_sextarius,Temperate,27.790335337320965
15,2002,24.5,120.5,Polydactylus,sextarius,Polydactylus_sextarius,Temperate,27.790335337320965
26,2002,24.5,120.5,Polydactylus,sextarius,Polydactylus_sextarius,Temperate,27.790335337320965
25,2002,24.5,120.5,Polydactylus,sextarius,Polydactylus_sextarius,Temperate,27.790335337320965
8,2002,24.5,120.5,Polydactylus,sextarius,Polydactylus_sextarius,Temperate,27.790335337320965
2,2002,24.5,120.5,Polydactylus,sextarius,Polydactylus_sextarius,Temperate,27.790335337320965
42,2001,25.5,121.5,Polydactylus,sextarius,Polydactylus_sextarius,Temperate,28.034334818522133
1,2002,24.5,120.5,Pomadasys,kaakan,Pomadasys_kaakan,Temperate,27.790335337320965
3,2002,24.5,120.5,Pomadasys,kaakan,Pomadasys_kaakan,Temperate,27.790335337320965
3,2002,24.5,120.5,Pomadasys,kaakan,Pomadasys_kaakan,Temperate,27.790335337320965
1,2000,25.5,121.5,Priacanthus,macracanthus,Priacanthus_macracanthus,Temperate,27.681001027425133
29,2000,25.5,121.5,Priacanthus,macracanthus,Priacanthus_macracanthus,Temperate,27.681001027425133
1,2001,25.5,121.5,Priacanthus,macracanthus,Priacanthus_macracanthus,Temperate,28.034334818522133
3,2000,25.5,121.5,Priacanthus,macracanthus,Priacanthus_macracanthus,Temperate,27.681001027425133
1,2000,25.5,121.5,Pristigenys,niphonia,Pristigenys_niphonia,Temperate,27.681001027425133
1,2000,25.5,121.5,Pristigenys,niphonia,Pristigenys_niphonia,Temperate,27.681001027425133
1,2001,25.5,121.5,Pristigenys,niphonia,Pristigenys_niphonia,Temperate,28.034334818522133
1,2000,25.5,121.5,Proscyllium,habereri,Proscyllium_habereri,Temperate,27.681001027425133
1,2000,25.5,121.5,Psenopsis,anomala,Psenopsis_anomala,Temperate,27.681001027425133
1,2003,23.5,119.5,Psettina,tosana,Psettina_tosana,Temperate,27.9170010884603
9,2002,24.5,120.5,Psettina,tosana,Psettina_tosana,Temperate,27.790335337320965
11,2002,24.5,120.5,Psettina,tosana,Psettina_tosana,Temperate,27.790335337320965
1,2000,25.5,121.5,Pseudaesopia,japonica,Pseudaesopia_japonica,Temperate,27.681001027425133
2,2001,25.5,121.5,Pseudaesopia,japonica,Pseudaesopia_japonica,Temperate,28.034334818522133
1,2003,23.5,119.5,Pseudorhombus,dupliciocellatus,Pseudorhombus_dupliciocellatus,Temperate,27.9170010884603
1,2002,24.5,120.5,Pseudorhombus,oligodon,Pseudorhombus_oligodon,Temperate,27.790335337320965
1,2002,24.5,120.5,Pseudorhombus,pentophthalmus,Pseudorhombus_pentophthalmus,Temperate,27.790335337320965
1,2000,25.5,121.5,Pseudorhombus,pentophthalmus,Pseudorhombus_pentophthalmus,Temperate,27.681001027425133
1,2001,25.5,121.5,Pseudorhombus,pentophthalmus,Pseudorhombus_pentophthalmus,Temperate,28.034334818522133
1,2001,25.5,121.5,Pterygotrigla,hemisticta,Pterygotrigla_hemisticta,Temperate,28.034334818522133
1,2003,23.5,119.5,Rachycentron,canadum,Rachycentron_canadum,Temperate,27.9170010884603
1,2002,24.5,120.5,Ratabulus,megacephalus,Ratabulus_megacephalus,Temperate,27.790335337320965
2,2000,25.5,121.5,Repomucenus,virgis,Repomucenus_virgis,Temperate,27.681001027425133
1,2000,25.5,121.5,Rhinobatos,formosensis,Rhinobatos_formosensis,Temperate,27.681001027425133
1,2000,25.5,121.5,Rhinobatos,schlegelii,Rhinobatos_schlegelii,Temperate,27.681001027425133
7,2001,25.5,121.5,Rhinobatos,schlegelii,Rhinobatos_schlegelii,Temperate,28.034334818522133
3,2002,24.5,120.5,Rogadius,asper,Rogadius_asper,Temperate,27.790335337320965
1,2002,24.5,120.5,Sardinella,fimbriata,Sardinella_fimbriata,Temperate,27.790335337320965
1,2003,23.5,119.5,Saurida,elongata,Saurida_elongata,Temperate,27.9170010884603
10,2002,24.5,120.5,Saurida,elongata,Saurida_elongata,Temperate,27.790335337320965
6,2002,24.5,120.5,Saurida,elongata,Saurida_elongata,Temperate,27.790335337320965
25,2002,24.5,120.5,Saurida,elongata,Saurida_elongata,Temperate,27.790335337320965
1,2001,25.5,121.5,Saurida,elongata,Saurida_elongata,Temperate,28.034334818522133
1,2001,25.5,121.5,Saurida,filamentosa,Saurida_filamentosa,Temperate,28.034334818522133
4,2002,24.5,120.5,Saurida,sp2,Saurida_sp2,Temperate,27.790335337320965
10,2003,23.5,119.5,Saurida,undosquamis,Saurida_undosquamis,Temperate,27.9170010884603
1,2003,23.5,119.5,Saurida,undosquamis,Saurida_undosquamis,Temperate,27.9170010884603
1,2002,24.5,120.5,Saurida,undosquamis,Saurida_undosquamis,Temperate,27.790335337320965
41,2002,24.5,120.5,Saurida,undosquamis,Saurida_undosquamis,Temperate,27.790335337320965
27,2002,24.5,120.5,Saurida,wanieso,Saurida_wanieso,Temperate,27.790335337320965
68,2002,24.5,120.5,Saurida,wanieso,Saurida_wanieso,Temperate,27.790335337320965
10,2002,24.5,120.5,Saurida,wanieso,Saurida_wanieso,Temperate,27.790335337320965
14,2002,24.5,120.5,Saurida,wanieso,Saurida_wanieso,Temperate,27.790335337320965
144,2002,24.5,120.5,Saurida,wanieso,Saurida_wanieso,Temperate,27.790335337320965
1,2002,24.5,120.5,Scoliodon,laticaudus,Scoliodon_laticaudus,Temperate,27.790335337320965
5,2003,23.5,119.5,Scolopsis,monogramma,Scolopsis_monogramma,Temperate,27.9170010884603
2,2003,23.5,119.5,Scolopsis,monogramma,Scolopsis_monogramma,Temperate,27.9170010884603
6,2003,23.5,119.5,Scolopsis,vosmeri,Scolopsis_vosmeri,Temperate,27.9170010884603
4,2002,24.5,120.5,Scolopsis,vosmeri,Scolopsis_vosmeri,Temperate,27.790335337320965
1,2002,24.5,120.5,Scolopsis,vosmeri,Scolopsis_vosmeri,Temperate,27.790335337320965
1,2002,24.5,120.5,Scomber,japonicus,Scomber_japonicus,Temperate,27.790335337320965
3,2000,25.5,121.5,Scomber,japonicus,Scomber_japonicus,Temperate,27.681001027425133
1,2001,25.5,121.5,Scomber,japonicus,Scomber_japonicus,Temperate,28.034334818522133
1,2000,25.5,121.5,Scomberomorus,guttatus,Scomberomorus_guttatus,Temperate,27.681001027425133
4,2000,25.5,121.5,Scorpaena,hatizyoensis,Scorpaena_hatizyoensis,Temperate,27.681001027425133
4,2000,25.5,121.5,Scorpaena,izensis,Scorpaena_izensis,Temperate,27.681001027425133
1,2000,25.5,121.5,Scorpaena,miostoma,Scorpaena_miostoma,Temperate,27.681001027425133
3,2000,25.5,121.5,Scorpaena,miostoma,Scorpaena_miostoma,Temperate,27.681001027425133
1,2002,24.5,120.5,Scorpaenopsis,cotticeps,Scorpaenopsis_cotticeps,Temperate,27.790335337320965
4,2003,23.5,119.5,Scorpaenopsis,neglecta,Scorpaenopsis_neglecta,Temperate,27.9170010884603
2,2000,25.5,121.5,Sebastapistes,strongia,Sebastapistes_strongia,Temperate,27.681001027425133
1,2000,25.5,121.5,Sebastapistes,strongia,Sebastapistes_strongia,Temperate,27.681001027425133
1,2001,25.5,121.5,Sebastapistes,strongia,Sebastapistes_strongia,Temperate,28.034334818522133
1,2000,25.5,121.5,Sebastapistes,tinkhami,Sebastapistes_tinkhami,Temperate,27.681001027425133
4,2000,25.5,121.5,Sebastiscus,albofasciatus,Sebastiscus_albofasciatus,Temperate,27.681001027425133
6,2000,25.5,121.5,Sebastiscus,albofasciatus,Sebastiscus_albofasciatus,Temperate,27.681001027425133
135,2002,24.5,120.5,Secutor,ruconius,Secutor_ruconius,Temperate,27.790335337320965
57,2002,24.5,120.5,Secutor,ruconius,Secutor_ruconius,Temperate,27.790335337320965
797,2002,24.5,120.5,Secutor,ruconius,Secutor_ruconius,Temperate,27.790335337320965
65,2002,24.5,120.5,Secutor,ruconius,Secutor_ruconius,Temperate,27.790335337320965
17,2002,24.5,120.5,Secutor,ruconius,Secutor_ruconius,Temperate,27.790335337320965
1,2002,24.5,120.5,Secutor,ruconius,Secutor_ruconius,Temperate,27.790335337320965
959,2002,24.5,120.5,Secutor,ruconius,Secutor_ruconius,Temperate,27.790335337320965
1,2002,24.5,120.5,Seriolina,nigrofasciata,Seriolina_nigrofasciata,Temperate,27.790335337320965
2,2000,25.5,121.5,Setarches,longimanus,Setarches_longimanus,Temperate,27.681001027425133
132,2000,25.5,121.5,Setarches,longimanus,Setarches_longimanus,Temperate,27.681001027425133
13,2000,25.5,121.5,Setarches,longimanus,Setarches_longimanus,Temperate,27.681001027425133
5,2002,24.5,120.5,Setipinna,tenuifilis,Setipinna_tenuifilis,Temperate,27.790335337320965
1,2002,24.5,120.5,Setipinna,tenuifilis,Setipinna_tenuifilis,Temperate,27.790335337320965
1,2003,23.5,119.5,Siganus,fuscescens,Siganus_fuscescens,Temperate,27.9170010884603
3,2002,24.5,120.5,Siganus,fuscescens,Siganus_fuscescens,Temperate,27.790335337320965
1,2002,24.5,120.5,Siganus,fuscescens,Siganus_fuscescens,Temperate,27.790335337320965
1,2002,24.5,120.5,Sillago,sihama,Sillago_sihama,Temperate,27.790335337320965
3,2003,23.5,119.5,Sorsogona,tuberculata,Sorsogona_tuberculata,Temperate,27.9170010884603
1,2002,24.5,120.5,Sphoeroides,pachygaster,Sphoeroides_pachygaster,Temperate,27.790335337320965
2,2002,24.5,120.5,Sphyraena,flavicauda,Sphyraena_flavicauda,Temperate,27.790335337320965
1,2000,25.5,121.5,Sphyraena,flavicauda,Sphyraena_flavicauda,Temperate,27.681001027425133
1,2000,25.5,121.5,Sphyraena,japonica,Sphyraena_japonica,Temperate,27.681001027425133
1,2001,25.5,121.5,Sphyraena,pinguis,Sphyraena_pinguis,Temperate,28.034334818522133
5,2003,23.5,119.5,Sphyraena,putnamae,Sphyraena_putnamae,Temperate,27.9170010884603
3,2002,24.5,120.5,Sphyraena,putnamae,Sphyraena_putnamae,Temperate,27.790335337320965
1,2002,24.5,120.5,Sphyrna,lewini,Sphyrna_lewini,Temperate,27.790335337320965
1,2002,24.5,120.5,Sphyrna,lewini,Sphyrna_lewini,Temperate,27.790335337320965
1,2003,23.5,119.5,Stephanolepis,cirrhifer,Stephanolepis_cirrhifer,Temperate,27.9170010884603
4,2003,23.5,119.5,Stephanolepis,cirrhifer,Stephanolepis_cirrhifer,Temperate,27.9170010884603
1,2002,24.5,120.5,Stephanolepis,cirrhifer,Stephanolepis_cirrhifer,Temperate,27.790335337320965
1,2002,24.5,120.5,Stephanolepis,cirrhifer,Stephanolepis_cirrhifer,Temperate,27.790335337320965
1,2000,25.5,121.5,Stephanolepis,cirrhifer,Stephanolepis_cirrhifer,Temperate,27.681001027425133
7,2002,24.5,120.5,Suggrundus,meerdervoortii,Suggrundus_meerdervoortii,Temperate,27.790335337320965
2,2000,25.5,121.5,Synagrops,philippinensis,Synagrops_philippinensis,Temperate,27.681001027425133
166,2000,25.5,121.5,Synagrops,philippinensis,Synagrops_philippinensis,Temperate,27.681001027425133
5,2001,25.5,121.5,Synagrops,philippinensis,Synagrops_philippinensis,Temperate,28.034334818522133
2,2000,25.5,121.5,Synagrops,philippinensis,Synagrops_philippinensis,Temperate,27.681001027425133
1,2000,25.5,121.5,Synodus,jaculum,Synodus_jaculum,Temperate,27.681001027425133
1,2003,23.5,119.5,Takifugu,poecilonotus,Takifugu_poecilonotus,Temperate,27.9170010884603
1,2002,24.5,120.5,Terapon,jarbua,Terapon_jarbua,Temperate,27.790335337320965
1,2002,24.5,120.5,Terapon,jarbua,Terapon_jarbua,Temperate,27.790335337320965
1,2002,24.5,120.5,Terapon,theraps,Terapon_theraps,Temperate,27.790335337320965
1,2003,23.5,119.5,Thamnaconus,modestus,Thamnaconus_modestus,Temperate,27.9170010884603
36,2002,24.5,120.5,Thryssa,dussumieri,Thryssa_dussumieri,Temperate,27.790335337320965
1,2002,24.5,120.5,Thryssa,dussumieri,Thryssa_dussumieri,Temperate,27.790335337320965
1,2002,24.5,120.5,Thryssa,dussumieri,Thryssa_dussumieri,Temperate,27.790335337320965
1,2002,24.5,120.5,Thryssa,dussumieri,Thryssa_dussumieri,Temperate,27.790335337320965
1,2002,24.5,120.5,Thryssa,hamiltonii,Thryssa_hamiltonii,Temperate,27.790335337320965
1,2002,24.5,120.5,Thryssa,setirostris,Thryssa_setirostris,Temperate,27.790335337320965
1,2002,24.5,120.5,Thryssa,setirostris,Thryssa_setirostris,Temperate,27.790335337320965
1,2001,25.5,121.5,Thysanophrys,longirostris,Thysanophrys_longirostris,Temperate,28.034334818522133
42,2003,23.5,119.5,Trachinocephalus,myops,Trachinocephalus_myops,Temperate,27.9170010884603
6,2003,23.5,119.5,Trachinocephalus,myops,Trachinocephalus_myops,Temperate,27.9170010884603
1,2002,24.5,120.5,Trachinocephalus,myops,Trachinocephalus_myops,Temperate,27.790335337320965
1,2002,24.5,120.5,Trachinocephalus,myops,Trachinocephalus_myops,Temperate,27.790335337320965
2,2002,24.5,120.5,Trachinocephalus,myops,Trachinocephalus_myops,Temperate,27.790335337320965
